Observations	YearOrd	Day	quantum	GroupCount	mean_MO	median_MO	numel_MO	std_MO	Fun5_MO	Fun6_MO	mean_Fco2_21m_nee_stat_int_Ustar	median_Fco2_21m_nee_stat_int_Ustar	numel_Fco2_21m_nee_stat_int_Ustar	std_Fco2_21m_nee_stat_int_Ustar	Fun5_Fco2_21m_nee_stat_int_Ustar	Fun6_Fco2_21m_nee_stat_int_Ustar	mean_Fco2_21m_nee_stat_int	median_Fco2_21m_nee_stat_int	numel_Fco2_21m_nee_stat_int	std_Fco2_21m_nee_stat_int	Fun5_Fco2_21m_nee_stat_int	Fun6_Fco2_21m_nee_stat_int	mean_w_h2o_21m	median_w_h2o_21m	numel_w_h2o_21m	std_w_h2o_21m	Fun5_w_h2o_21m	Fun6_w_h2o_21m	mean_w_h2o_21m_Ustar	median_w_h2o_21m_Ustar	numel_w_h2o_21m_Ustar	std_w_h2o_21m_Ustar	Fun5_w_h2o_21m_Ustar	Fun6_w_h2o_21m_Ustar	mean_q	median_q	numel_q	std_q	Fun5_q	Fun6_q
2005_61_night	2005	61	night	26	3	3	26	0	3	3	0.433576923076923	0.452	26	0.565883957933209	0.179	0.701	0.433576923076923	0.452	26	0.565883957933209	0.179	0.701	0.0653076923076923	0.061	26	0.138137256156554	-0.03	0.177	0.0653076923076923	0.061	26	0.138137256156554	-0.03	0.177	0	0	26	0	0	0
2005_61_day	2005	61	day	22	3	3	22	0	3	3	0.371409090909091	0.391	22	0.522354254823743	-0.03	0.735	0.371409090909091	0.391	22	0.522354254823743	-0.03	0.735	0.500136363636364	0.5245	22	0.363713557553265	0.333	0.737	0.500136363636364	0.5245	22	0.363713557553265	0.333	0.737	1	1	22	0	1	1
2005_62_night	2005	62	night	26	3	3	26	0	3	3	0.419	0.446	13	0.784277905677148	-0.03775	0.78	0.537833333333333	0.5715	18	0.692234425610284	0.162	0.895	0.0453076923076923	0.0125	26	0.103137100688654	-0.014	0.057	0.108769230769231	0.057	13	0.10877741328523	0.03975	0.21275	0	0	26	0	0	0
2005_62_day	2005	62	day	22	3	3	22	0	3	3	0.456571428571429	0.559	21	0.574749560367694	0.17975	0.80975	0.456571428571429	0.559	21	0.574749560367694	0.17975	0.80975	0.322	0.1675	22	0.328382906579093	0.07	0.604	0.33	0.176	21	0.334288348585469	0.06825	0.60575	1	1	22	0	1	1
2005_63_night	2005	63	night	26	3	3	26	0	3	3	0.135333333333333	0.409	9	0.581752954440285	-0.19125	0.52675	0.298692307692308	0.461	13	0.554968825643295	0.16075	0.5775	-0.0350384615384615	-0.0285	26	0.0572422786193777	-0.043	-0.005	-0.0687777777777778	-0.053	9	0.0761934672031956	-0.092	-0.02775	0	0	26	0	0	0
2005_63_day	2005	63	day	22	3	3	22	0	3	3	0.516333333333333	0.829	21	0.9013224913056	-0.11025	1.18	0.540136363636364	0.9345	22	0.886657892659124	-0.087	1.16	0.478772727272727	0.397	22	0.450545482278684	0.103	0.919	0.498952380952381	0.441	21	0.451369081372492	0.1075	0.94175	1	1	22	0	1	1
2005_64_night	2005	64	night	26	3	3	26	0	3	3	0.475857142857143	0.4275	14	0.430923490825291	0.174	0.822	0.412733333333333	0.302	15	0.481871717764129	0.1455	0.8205	-0.029	-0.0095	26	0.100283996729289	-0.051	0.004	-0.0530714285714286	-0.0355	14	0.133173377037786	-0.183	0.048	0	0	26	0	0	0
2005_64_day	2005	64	day	22	3	3	22	0	3	3	0.465894736842105	0.633	19	0.938960944326632	-0.0772500000000001	1.04	0.234380952380952	0.479	21	1.15444867690991	-0.73375	1.04	0.320909090909091	0.3365	22	0.394911190630056	0.005	0.662	0.35275	0.419	20	0.400788285756957	0.063	0.6705	1	1	22	0	1	1
2005_65_night	2005	65	night	26	3	3	26	0	3	3	0.424	0.3665	26	0.525275775188615	0.154	0.873	0.424	0.3665	26	0.525275775188615	0.154	0.873	0.199692307692308	0.2095	26	0.289804730013955	0.071	0.322	0.199692307692308	0.2095	26	0.289804730013955	0.071	0.322	0	0	26	0	0	0
2005_65_day	2005	65	day	22	3	3	22	0	3	3	0.543909090909091	0.575	22	0.564170010604783	0.465	0.896	0.543909090909091	0.575	22	0.564170010604783	0.465	0.896	0.889727272727273	0.8575	22	0.49336330492787	0.448	1.22	0.889727272727273	0.8575	22	0.49336330492787	0.448	1.22	1	1	22	0	1	1
2005_66_night	2005	66	night	26	3	3	26	0	3	3	0.53544	0.491	25	0.632905408940915	0.18225	0.838	0.53544	0.491	25	0.632905408940915	0.18225	0.838	0.517615384615385	0.246	26	0.929108995841632	-0.083	1.58	0.517615384615385	0.246	26	0.929108995841632	-0.083	1.58	0	0	26	0	0	0
2005_66_day	2005	66	day	22	3	3	22	0	3	3	0.444636363636364	0.4855	22	0.674819026565433	0.077	0.945	0.444636363636364	0.4855	22	0.674819026565433	0.077	0.945	0.605954545454546	0.743	22	0.500661132168325	0.186	0.977	0.605954545454546	0.743	22	0.500661132168325	0.186	0.977	1	1	22	0	1	1
2005_67_night	2005	67	night	26	3	3	26	0	3	3	0.335923076923077	0.3225	26	0.423966783894863	0.199	0.671	0.335923076923077	0.3225	26	0.423966783894863	0.199	0.671	1.02786956521739	0.754	23	0.778906885807857	0.4385	1.5225	1.02786956521739	0.754	23	0.778906885807857	0.4385	1.5225	0	0	26	0	0	0
2005_67_day	2005	67	day	22	3	3	22	0	3	3	0.314590909090909	0.2815	22	0.517374844225373	-0.138	0.873	0.314590909090909	0.2815	22	0.517374844225373	-0.138	0.873	2.57633333333333	2.5	21	1.012765685306	1.66	3.215	2.57633333333333	2.5	21	1.012765685306	1.66	3.215	1	1	22	0	1	1
2005_68_night	2005	68	night	25	3	3	25	0	3	3	0.50164	0.44	25	0.432816154196367	0.108	0.79425	0.50164	0.44	25	0.432816154196367	0.108	0.79425	0.4296	0.408	25	0.26549293775918	0.2485	0.62	0.4296	0.408	25	0.26549293775918	0.2485	0.62	0	0	25	0	0	0
2005_68_day	2005	68	day	23	3	3	23	0	3	3	0.608086956521739	0.807	23	0.594106733067956	0.258	1.0375	0.608086956521739	0.807	23	0.594106733067956	0.258	1.0375	0.964869565217391	1.14	23	0.423562092083088	0.73125	1.205	0.964869565217391	1.14	23	0.423562092083088	0.73125	1.205	1	1	23	0	1	1
2005_69_night	2005	69	night	25	3	3	25	0	3	3	0.48052	0.377	25	0.42556855303621	0.17675	0.778	0.48052	0.377	25	0.42556855303621	0.17675	0.778	0.11248	0.093	25	0.19266467415348	0.0005	0.2435	0.11248	0.093	25	0.19266467415348	0.0005	0.2435	0	0	25	0	0	0
2005_69_day	2005	69	day	23	3	3	23	0	3	3	0.775227272727273	0.562	22	0.778411626437555	0.24	1.02	0.680652173913043	0.524	23	0.885497015481632	0.189	0.986	1.09665217391304	0.793	23	0.997344957588335	0.35375	1.6225	1.09922727272727	0.7825	22	1.02073684551514	0.346	1.64	1	1	23	0	1	1
2005_70_night	2005	70	night	25	3	3	25	0	3	3	0.52492	0.549	25	0.486363882979263	0.21925	0.83125	0.52492	0.549	25	0.486363882979263	0.21925	0.83125	0.2868	0.319	25	0.197252798881706	0.19575	0.4115	0.2868	0.319	25	0.197252798881706	0.19575	0.4115	0	0	25	0	0	0
2005_70_day	2005	70	day	23	3	3	23	0	3	3	0.343347826086957	0.542	23	0.74831402066097	-0.16075	0.7435	0.343347826086957	0.542	23	0.74831402066097	-0.16075	0.7435	0.647913043478261	0.649	23	0.479670427864371	0.45675	0.95925	0.647913043478261	0.649	23	0.479670427864371	0.45675	0.95925	1	1	23	0	1	1
2005_71_night	2005	71	night	24	3	3	24	0	3	3	0.794166666666667	0.8245	24	0.562125443733651	0.4545	1.21	0.794166666666667	0.8245	24	0.562125443733651	0.4545	1.21	0.189	0.2135	24	0.313531774965542	0.0655	0.343	0.189	0.2135	24	0.313531774965542	0.0655	0.343	0	0	24	0	0	0
2005_71_day	2005	71	day	24	3	3	24	0	3	3	0.523739130434783	0.595	23	0.625262651530706	0.1625	0.88075	0.523739130434783	0.595	23	0.625262651530706	0.1625	0.88075	0.881625	0.8745	24	0.580251805347209	0.5295	1.0595	0.881625	0.8745	24	0.580251805347209	0.5295	1.0595	1	1	24	0	1	1
2005_72_night	2005	72	night	24	3	3	24	0	3	3	0.686294117647059	0.666	17	0.358132092374078	0.52525	0.7705	0.686294117647059	0.666	17	0.358132092374078	0.52525	0.7705	0.175238095238095	0.172	21	0.533816907259587	-0.15125	0.433	0.241294117647059	0.301	17	0.561951039315913	-0.095	0.481	0	0	24	0	0	0
2005_72_day	2005	72	day	24	3	3	24	0	3	3	0.282571428571429	0.276	21	0.770939269425846	-0.21375	0.52825	0.313	0.281	22	0.765777289518863	-0.179	0.577	0.912875	0.816	24	0.872177051855074	0.3305	1.235	0.891818181818182	0.816	22	0.748467617797707	0.331	1.21	1	1	24	0	1	1
2005_73_night	2005	73	night	24	3	3	24	0	3	3	0.2995	0.295	6	0.340987243163142	0.224	0.546	0.335	0.397	10	0.27855579931736	0.224	0.525	-0.00775	-0.0125	24	0.266706686308647	-0.065	0.0165	0.0245	-0.065	6	0.531491015916544	-0.173	0.058	0	0	24	0	0	0
2005_73_day	2005	73	day	24	3	3	24	0	3	3	0.21185	0.1415	20	0.371842535292335	0.046	0.376	0.275391304347826	0.183	23	0.386365081606225	0.04675	0.51725	0.404625	0.289	24	0.511742021666318	0.111	0.795	0.466095238095238	0.301	21	0.513581045674576	0.213	0.85075	1	1	24	0	1	1
2005_74_night	2005	74	night	24	3	3	24	0	3	3	0.665523809523809	0.644	21	0.534852841354294	0.24375	0.92025	0.541130434782609	0.616	23	0.656521570949904	0.14325	0.90975	0.5715	0.3535	24	0.511427669245188	0.1885	0.87	0.633095238095238	0.374	21	0.518336271619294	0.2725	0.927	0	0	24	0	0	0
2005_74_day	2005	74	day	24	3	3	24	0	3	3	0.387541666666667	0.4705	24	0.861178766432164	-0.1965	1.0265	0.387541666666667	0.4705	24	0.861178766432164	-0.1965	1.0265	2.35254166666667	2.205	24	1.32874013487006	1.22	3.18	2.35254166666667	2.205	24	1.32874013487006	1.22	3.18	1	1	24	0	1	1
2005_75_night	2005	75	night	24	3	3	24	0	3	3	0.418363636363636	0.518	22	0.481888995857972	0.061	0.852	0.418363636363636	0.518	22	0.481888995857972	0.061	0.852	0.774782608695652	0.71	23	0.4982729223411	0.54475	1.02075	0.806090909090909	0.742	22	0.486292280237083	0.547	1.03	0	0	24	0	0	0
2005_75_day	2005	75	day	24	3	3	24	0	3	3	0.441434782608696	0.401	23	0.767051902124856	-0.0650000000000001	0.99025	0.441434782608696	0.401	23	0.767051902124856	-0.0650000000000001	0.99025	1.76447826086957	1.9	23	0.947405110123303	1.135	2.4275	1.76447826086957	1.9	23	0.947405110123303	1.135	2.4275	1	1	24	0	1	1
2005_76_night	2005	76	night	24	3	3	24	0	3	3	0.626782608695652	0.628	23	0.457758765024245	0.2925	0.9185	0.626782608695652	0.628	23	0.457758765024245	0.2925	0.9185	1.31045454545455	1.175	22	0.799883368121505	0.689	1.79	1.31045454545455	1.175	22	0.799883368121505	0.689	1.79	0	0	24	0	0	0
2005_76_day	2005	76	day	24	3	3	24	0	3	3	0.4116875	0.3965	16	0.408385719428745	0.08	0.733	0.4116875	0.3965	16	0.408385719428745	0.08	0.733	1.78165217391304	1.63	23	0.849668577563985	1.1	2.165	1.78165217391304	1.63	23	0.849668577563985	1.1	2.165	1	1	24	0	1	1
2005_77_night	2005	77	night	24	3	3	24	0	3	3	0.4957	0.5105	20	0.661836368710098	0.2065	1.085	0.4957	0.5105	20	0.661836368710098	0.2065	1.085	0.584291666666667	0.356	24	0.695880954284734	0.156	0.713	0.646681818181818	0.4515	22	0.692565650067688	0.245	0.714	0	0	24	0	0	0
2005_77_day	2005	77	day	24	3	3	24	0	3	3	0.465047619047619	0.585	21	0.764735410203456	-0.15525	1.035	0.465047619047619	0.585	21	0.764735410203456	-0.15525	1.035	1.79125	1.2	24	1.30693339206876	0.8685	2.87	1.79125	1.2	24	1.30693339206876	0.8685	2.87	1	1	24	0	1	1
2005_78_night	2005	78	night	24	3	3	24	0	3	3	0.4858	0.375	15	0.635445198266538	0.05025	0.9685	0.421470588235294	0.365	17	0.631675363383663	0.0085	0.9635	0.606666666666667	0.165	24	0.725836708589633	-0.0115	1.28	0.973333333333334	1.12	15	0.693263057335862	0.33275	1.5125	0	0	24	0	0	0
2005_78_day	2005	78	day	24	3	3	24	0	3	3	0.480291666666667	0.45	24	0.671971756598941	-0.0785	0.944	0.480291666666667	0.45	24	0.671971756598941	-0.0785	0.944	0.726083333333333	0.5765	24	0.603267762070561	0.2695	1.06	0.726083333333333	0.5765	24	0.603267762070561	0.2695	1.06	1	1	24	0	1	1
2005_79_night	2005	79	night	24	3	3	24	0	3	3	0.567	0.426	9	0.648761512421938	0.23475	0.624	0.538	0.426	11	0.593110950834665	0.22825	0.6255	0.0674347826086956	-0.021	23	0.326545253175638	-0.05575	0.07575	0.20425	-0.054	8	0.523812875530402	-0.072	0.3325	0	0	24	0	0	0
2005_79_day	2005	79	day	24	3	3	24	0	3	3	0.498285714285714	0.278	21	0.739424042269194	-0.0287499999999999	0.9375	0.476208333333333	0.289	24	0.727268862380623	-0.0875	0.965	1.17620833333333	0.973	24	1.00724384937385	0.399	1.755	1.32757142857143	1.05	21	0.985876238248421	0.72475	1.8275	1	1	24	0	1	1
2005_80_night	2005	80	night	24	3	3	24	0	3	3	0.492391304347826	0.448	23	0.536543206692827	0.10075	0.9355	0.492391304347826	0.448	23	0.536543206692827	0.10075	0.9355	0.8245	0.5695	24	0.602901390740245	0.3535	1.405	0.843913043478261	0.648	23	0.608733477509095	0.34725	1.4275	0	0	24	0	0	0
2005_80_day	2005	80	day	24	3	3	24	0	3	3	0.551125	0.6115	24	0.543674639955217	0.1405	0.801	0.551125	0.6115	24	0.543674639955217	0.1405	0.801	1.352875	1.205	24	0.657852389449448	0.9545	1.785	1.352875	1.205	24	0.657852389449448	0.9545	1.785	1	1	24	0	1	1
2005_81_night	2005	81	night	24	3	3	24	0	3	3	0.431666666666667	0.3825	12	0.303272554683477	0.1685	0.6795	0.4130625	0.3825	16	0.336087779952401	0.1685	0.7055	0.045625	0.0365	24	0.203820213295507	-0.028	0.1395	0.160916666666667	0.1075	12	0.173665016277856	0.0655	0.182	0	0	24	0	0	0
2005_81_day	2005	81	day	24	3	3	24	0	3	3	0.209263157894737	0.24	19	0.708659285168931	-0.13925	0.77025	0.225181818181818	0.296	22	0.669583995681443	-0.127	0.708	0.659833333333333	0.667	24	0.870496143720283	0.179	1.165	0.700761904761905	0.808	21	0.92009683755363	0.1115	1.3625	1	1	24	0	1	1
2005_82_night	2005	82	night	24	3	3	24	0	3	3	0.57365	0.482	20	0.455634927153423	0.242	0.824	0.549285714285714	0.475	21	0.457918130549244	0.20875	0.77	0.84425	0.2415	24	1.06960607336248	-0.0305	1.805	1.01495	0.747	20	1.09577252129311	-0.0305	2.01	0	0	24	0	0	0
2005_82_day	2005	82	day	24	3	3	24	0	3	3	0.870529411764706	0.825	17	0.726586033932584	0.4	1.43	0.646826086956522	0.596	23	0.75665613975834	0.036	1.1325	0.615	0.395	23	0.691058147796814	0.14125	0.843	0.797294117647059	0.594	17	0.706953389968699	0.2405	0.99975	1	1	24	0	1	1
2005_83_night	2005	83	night	24	3	3	24	0	3	3	0.636818181818182	0.631	22	0.544106400340756	0.347	0.988	0.636818181818182	0.631	22	0.544106400340756	0.347	0.988	0.271625	0.2605	24	0.558731312302994	0.0895	0.517	0.287227272727273	0.2895	22	0.582070273274888	0.101	0.575	0	0	24	0	0	0
2005_83_day	2005	83	day	24	3	3	24	0	3	3	0.523727272727273	0.4565	22	0.545143072685483	0.13	1.08	0.478217391304348	0.326	23	0.575594629809567	0.0445	1.0445	1.15533333333333	1.03	24	0.597071961773647	0.7685	1.265	1.17634782608696	1.05	23	0.601347548026752	0.8115	1.2725	1	1	24	0	1	1
2005_84_night	2005	84	night	24	3	3	24	0	3	3	0.592	0.592	2	1.00126320216015	-0.116	1.3	0.792166666666667	0.893	6	0.718505787496988	0.063	1.3	-0.05475	-0.024	24	0.360422366965059	-0.1705	0.1015	0.197333333333333	0.243	3	0.248665102765413	0.00750000000000001	0.37575	0	0	24	0	0	0
2005_84_day	2005	84	day	24	3	3	24	0	3	3	1.18330769230769	0.863	13	0.989418380044171	0.5705	1.47	0.88455	0.7985	20	1.08824951062172	0.1185	1.17	1.13104166666667	0.837	24	1.10905660964885	0.2365	1.95	1.54261538461538	1.26	13	1.24532810525724	0.3345	2.6125	1	1	24	0	1	1
2005_85_night	2005	85	night	24	3	3	24	0	3	3	0.553083333333333	0.5605	12	0.363662045494623	0.3945	0.8315	0.408230769230769	0.541	13	0.627693151394606	0.371	0.79925	0.446666666666667	0.138	24	0.516637596190116	0.011	0.923	0.8685	0.923	12	0.405072496317298	0.6645	1.115	0	0	24	0	0	0
2005_85_day	2005	85	day	24	3	3	24	0	3	3	0.492352941176471	0.439	17	0.470848163049468	0.2155	0.6885	0.759695652173913	0.503	23	0.962464376426124	0.28725	1.2	0.710541666666667	0.5425	24	0.6692154380588	0.287	1.182	0.834588235294118	0.748	17	0.698117026259166	0.36825	1.39	1	1	24	0	1	1
2005_86_night	2005	86	night	24	3	3	24	0	3	3	0.442521739130435	0.393	23	0.571008268493327	0.0765	0.86125	0.442521739130435	0.393	23	0.571008268493327	0.0765	0.86125	0.90875	0.867	24	0.806950310953423	0.104	1.62	0.90875	0.867	24	0.806950310953423	0.104	1.62	0	0	24	0	0	0
2005_86_day	2005	86	day	24	3	3	24	0	3	3	0.592458333333333	0.521	24	0.97457187832119	-0.1105	1.28	0.592458333333333	0.521	24	0.97457187832119	-0.1105	1.28	1.43	1.525	24	0.812278598597261	0.9505	1.945	1.43	1.525	24	0.812278598597261	0.9505	1.945	1	1	24	0	1	1
2005_87_night	2005	87	night	24	3	3	24	0	3	3	0.640428571428572	0.608	21	0.448929234003375	0.4145	0.85925	0.640428571428572	0.608	21	0.448929234003375	0.4145	0.85925	0.179083333333333	0.1045	24	0.387538488037182	-0.0245	0.4355	0.182391304347826	0.105	23	0.395901702576242	-0.03575	0.44375	0	0	24	0	0	0
2005_87_day	2005	87	day	24	3	3	24	0	3	3	0.608708333333333	0.6705	24	0.563222597061392	0.226	0.9095	0.608708333333333	0.6705	24	0.563222597061392	0.226	0.9095	0.922291666666667	1.06	24	0.678337832926714	0.606	1.34	0.922291666666667	1.06	24	0.678337832926714	0.606	1.34	1	1	24	0	1	1
2005_88_night	2005	88	night	24	3	3	24	0	3	3	0.6655	0.673	24	0.401148568379651	0.427	0.8385	0.6655	0.673	24	0.401148568379651	0.427	0.8385	0.131416666666667	0.1115	24	0.289877622854687	-0.0195	0.303	0.131416666666667	0.1115	24	0.289877622854687	-0.0195	0.303	0	0	24	0	0	0
2005_88_day	2005	88	day	24	3	3	24	0	3	3	0.817695652173913	0.667	23	0.614879473391671	0.527	1.08125	0.851958333333333	0.6855	24	0.62435006061376	0.528	1.13	1.02404166666667	0.698	24	1.07640179499821	0.2025	1.75	1.02939130434783	0.686	23	1.10026735342455	0.16475	1.78	1	1	24	0	1	1
2005_89_night	2005	89	night	24	3	3	24	0	3	3	0.610521739130435	0.648	23	0.536935231371296	0.25025	0.85475	0.610521739130435	0.648	23	0.536935231371296	0.25025	0.85475	0.597	0.6125	24	0.502087901536738	0.1515	0.997	0.612086956521739	0.669	23	0.507779382395318	0.14525	1.0035	0	0	24	0	0	0
2005_89_day	2005	89	day	24	3	3	24	0	3	3	0.4775	0.509	22	0.667717558624332	0.003	0.912	0.450826086956522	0.344	23	0.664789758438637	-0.03825	0.90475	0.699458333333333	0.7495	24	0.569753949881699	0.2365	1.065	0.662043478260869	0.637	23	0.5515894782981	0.23575	1.0375	1	1	24	0	1	1
2005_90_night	2005	90	night	23	3	3	23	0	3	3	0.65135294117647	0.684	17	0.296013078506776	0.5165	0.83025	0.615263157894737	0.663	19	0.308911141863241	0.388	0.80675	0.874826086956522	0.761	23	0.796205926548123	0.087	1.41	1.16694117647059	1.1	17	0.723030123040202	0.67725	1.6075	0	0	23	0	0	0
2005_90_day	2005	90	day	25	3	3	25	0	3	3	0.45524	0.4	25	0.468847725812977	0.19925	0.7055	0.45524	0.4	25	0.468847725812977	0.19925	0.7055	0.85388	0.741	25	0.489443418588911	0.59725	1.195	0.85388	0.741	25	0.489443418588911	0.59725	1.195	1	1	25	0	1	1
2005_91_night	2005	91	night	23	4	4	23	0	4	4	0.643826086956522	0.634	23	0.580547754842075	0.22225	0.846	0.643826086956522	0.634	23	0.580547754842075	0.22225	0.846	1.10504347826087	0.647	23	0.932789875893371	0.24825	1.88	1.10504347826087	0.647	23	0.932789875893371	0.24825	1.88	0	0	23	0	0	0
2005_91_day	2005	91	day	25	4	4	25	0	4	4	0.49556	0.653	25	0.686954091139527	0.03375	0.9495	0.49556	0.653	25	0.686954091139527	0.03375	0.9495	1.68104	1.88	25	0.994671155039024	1.02175	2.4925	1.68104	1.88	25	0.994671155039024	1.02175	2.4925	1	1	25	0	1	1
2005_92_night	2005	92	night	23	4	4	23	0	4	4	0.774611111111111	0.672	18	0.62719338784113	0.391	1.36	0.774611111111111	0.672	18	0.62719338784113	0.391	1.36	0.156086956521739	0.179	23	0.176769473157319	-0.02775	0.3045	0.171052631578947	0.197	19	0.18062006584855	-0.02775	0.3275	0	0	23	0	0	0
2005_92_day	2005	92	day	25	4	4	25	0	4	4	0.487652173913043	0.424	23	0.539627953374583	0.07	0.878	0.478166666666667	0.417	24	0.529808387566894	0.088	0.874	0.559208333333333	0.4735	24	0.614496752683016	0.104	1.0095	0.559521739130435	0.45	23	0.62830543162941	0.0875	1.02475	1	1	25	0	1	1
2005_93_night	2005	93	night	23	4	4	23	0	4	4	0.447263157894737	0.509	19	0.736728266059947	0.15825	0.8485	0.447263157894737	0.509	19	0.736728266059947	0.15825	0.8485	0.173652173913043	0.155	23	0.276280096459381	0.0015	0.3055	0.22	0.183	19	0.280992289336677	0.034	0.32375	0	0	23	0	0	0
2005_93_day	2005	93	day	25	4	4	25	0	4	4	0.92568	1.01	25	0.596985114275613	0.4725	1.365	0.92568	1.01	25	0.596985114275613	0.4725	1.365	0.75356	0.888	25	0.573184312997719	0.3335	1.13	0.75356	0.888	25	0.573184312997719	0.3335	1.13	1	1	25	0	1	1
2005_94_night	2005	94	night	22	4	4	22	0	4	4	1.087	1.07	22	0.429494608869098	0.74	1.42	1.087	1.07	22	0.429494608869098	0.74	1.42	0.242090909090909	0.2305	22	0.332780337830758	0.074	0.349	0.242090909090909	0.2305	22	0.332780337830758	0.074	0.349	0	0	22	0	0	0
2005_94_day	2005	94	day	26	4	4	26	0	4	4	0.64336	0.712	25	0.804323570875967	0.185	1.0925	0.652230769230769	0.724	26	0.789369941545398	0.198	1.08	0.394153846153846	0.3845	26	0.43150107228675	0.116	0.645	0.40028	0.395	25	0.439243432885835	0.114	0.655	1	1	26	0	1	1
2005_95_night	2005	95	night	22	4	4	22	0	4	4	0.865545454545455	0.772	22	0.405059987006361	0.539	1.06	0.865545454545455	0.772	22	0.405059987006361	0.539	1.06	0.518681818181818	0.3305	22	0.481654824672057	0.163	0.912	0.518681818181818	0.3305	22	0.481654824672057	0.163	0.912	0	0	22	0	0	0
2005_95_day	2005	95	day	26	4	4	26	0	4	4	0.5365	0.4755	26	0.569311110026846	0.257	0.908	0.5365	0.4755	26	0.569311110026846	0.257	0.908	1.032	1.025	26	0.603540818834982	0.622	1.49	1.032	1.025	26	0.603540818834982	0.622	1.49	1	1	26	0	1	1
2005_96_night	2005	96	night	22	4	4	22	0	4	4	0.902083333333333	0.845	12	0.321472876936859	0.674	1.0965	0.831733333333334	0.747	15	0.346162733544843	0.569	0.99225	0.0799090909090909	0.0425	22	0.222054027979659	-0.063	0.129	0.069	0.0925	12	0.148971016094956	-0.073	0.1815	0	0	22	0	0	0
2005_96_day	2005	96	day	26	4	4	26	0	4	4	0.673318181818182	0.681	22	0.590614078038688	0.289	0.848	0.59175	0.665	24	0.63602907029543	0.233	0.834	0.482346153846154	0.381	26	0.486274074349657	0.092	0.721	0.537739130434783	0.591	23	0.490804461840809	0.1725	0.811	1	1	26	0	1	1
2005_97_night	2005	97	night	22	4	4	22	0	4	4	0.136444444444444	0	9	0.986624309338553	-0.6355	0.83925	0.1784	0.14	10	0.939612473310141	-0.566	0.649	0.0171363636363636	0.013	22	0.0377577433932059	-0.009	0.047	0.0124444444444444	0.007	9	0.0440031564524385	-0.0145	0.04875	0	0	22	0	0	0
2005_97_day	2005	97	day	26	4	4	26	0	4	4	0.752210526315789	0.882	19	0.970413232651566	0.0997499999999999	1.5425	0.64956	0.738	25	0.949284690350231	-0.05	1.4475	0.428	0.51	25	0.44219047554947	0.08325	0.69475	0.565421052631579	0.628	19	0.389126702557502	0.38825	0.87175	1	1	26	0	1	1
2005_98_night	2005	98	night	22	4	4	22	0	4	4	0.730571428571429	0.697	21	0.873181972525119	0.339	1.5125	0.730571428571429	0.697	21	0.873181972525119	0.339	1.5125	0.219727272727273	0.0075	22	0.431968052370078	-0.016	0.502	0.230428571428571	0.008	21	0.439637188079963	-0.0205	0.5075	0	0	22	0	0	0
2005_98_day	2005	98	day	26	4	4	26	0	4	4	0.318565217391304	0.303	23	0.75512129224907	-0.3195	0.8	0.26668	0.303	25	0.89047626395467	-0.34	0.89275	0.559333333333333	0.396	24	0.673507023085081	0.118	0.805	0.646904761904762	0.492	21	0.676137109228735	0.19825	0.83	1	1	26	0	1	1
2005_99_night	2005	99	night	22	4	4	22	0	4	4	0.928333333333333	1.02	21	0.429002952592792	0.713	1.1825	0.928333333333333	1.02	21	0.429002952592792	0.713	1.1825	0.173090909090909	0.1825	22	0.322235629417048	0.086	0.393	0.183904761904762	0.209	21	0.32607712350944	0.104	0.4095	0	0	22	0	0	0
2005_99_day	2005	99	day	26	4	4	26	0	4	4	0.546916666666667	0.533	24	0.633500346018688	0.2415	0.8605	0.546916666666667	0.533	24	0.633500346018688	0.2415	0.8605	0.484307692307692	0.4595	26	0.851113565594193	-0.045	0.902	0.544166666666667	0.4595	24	0.7915570602996	-0.0255	0.8835	1	1	26	0	1	1
2005_100_night	2005	100	night	22	4	4	22	0	4	4	0.794277777777778	0.861	18	0.432373314401497	0.589	1.08	0.81225	0.861	20	0.434217126744092	0.5735	1.155	0.120954545454545	0.089	22	0.166632037528009	-0.001	0.198	0.129611111111111	0.089	18	0.177717932124738	0.004	0.206	0	0	22	0	0	0
2005_100_day	2005	100	day	26	4	4	26	0	4	4	0.7476	0.938	25	0.466023425734515	0.36025	1.0725	0.7475	0.883	26	0.456608125201468	0.379	1.06	0.592461538461538	0.635	26	0.502170666667756	0.307	0.862	0.61372	0.653	25	0.500442930479257	0.37075	0.8705	1	1	26	0	1	1
2005_101_night	2005	101	night	22	4	4	22	0	4	4	0.822333333333333	0.821	21	0.651866653030613	0.42125	1.04	0.822333333333333	0.821	21	0.651866653030613	0.42125	1.04	1.24795454545455	1.355	22	0.433608609701106	1.02	1.48	1.24795454545455	1.355	22	0.433608609701106	1.02	1.48	0	0	22	0	0	0
2005_101_day	2005	101	day	26	4	4	26	0	4	4	0.893692307692308	0.804	26	0.807577799062395	0.092	1.53	0.893692307692308	0.804	26	0.807577799062395	0.092	1.53	3.16458333333333	3.375	24	1.38458274727731	1.795	4.14	3.16458333333333	3.375	24	1.38458274727731	1.795	4.14	1	1	26	0	1	1
2005_102_night	2005	102	night	22	4	4	22	0	4	4	0.7224	0.821	20	0.552718011286044	0.303	1.145	0.702714285714286	0.82	21	0.546223776748792	0.305	1.1425	0.294909090909091	0.271	22	0.275963577495104	0.063	0.556	0.32465	0.3015	20	0.271445889732432	0.09	0.571	0	0	22	0	0	0
